faixa,bloco_validacao,quadro,temperatura,intensidade,calibracao,espaco,semente,iou_amarelo,iou_azul,iou_vermelho,miou
0,0,200,3200,1.0,campo,Lab,2,0.885771543086,0.591062965471,0.634042553191,0.703625687249
0,0,200,3200,1.5,sem,ab,0,0.0558478832815,0.0,0.622406639004,0.226084840762
0,0,200,3200,1.5,sem,Lab,0,0.00231124807396,0.0,0.513333333333,0.171881527136
0,0,200,3200,1.5,sem,ab,1,0.0580052167433,0.0,0.616326530612,0.224777249119
0,0,200,3200,1.5,sem,Lab,1,0.0541135573581,0.0,0.625514403292,0.22654265355
0,0,200,3200,1.5,sem,ab,2,0.0562934080663,0.0,0.623966942149,0.226753450072
0,0,200,3200,1.5,sem,Lab,2,0.0540634406113,0.0,0.599221789883,0.217761743498
0,0,200,3200,1.5,campo,ab,0,0.750825082508,0.0314946426639,0.635245901639,0.472521875604
0,0,200,3200,1.5,campo,Lab,0,0.908183632735,0.534525277435,0.6015625,0.68142380339
0,0,200,3200,1.5,campo,ab,1,0.757071547421,0.0316355241325,0.676991150442,0.488566073999
0,0,200,3200,1.5,campo,Lab,1,0.91,0.664852255054,0.596078431373,0.723643562142
0,0,200,3200,1.5,campo,ab,2,0.752066115702,0.0315717227179,0.648535564854,0.477391134425
0,0,200,3200,1.5,campo,Lab,2,0.902777777778,0.642910727682,0.495268138801,0.68031888142
0,0,200,3800,0.4,sem,ab,0,0.687022900763,0.0,0.666666666667,0.45122985581
0,0,200,3800,0.4,sem,Lab,0,0.905781584582,0.0,0.681318681319,0.529033421967
0,0,200,3800,0.4,sem,ab,1,0.690828402367,0.0,0.660098522167,0.450308974845
0,0,200,3800,0.4,sem,Lab,1,0.880085653105,0.0,0.590476190476,0.490187281194
0,0,200,3800,0.4,sem,ab,2,0.689807976366,0.0,0.681081081081,0.456963019149
0,0,200,3800,0.4,sem,Lab,2,0.880324543611,0.0,0.615384615385,0.498569719665
0,0,200,3800,0.4,campo,ab,0,0.754266211604,0.0310895506533,0.627615062762,0.470990275006
0,0,200,3800,0.4,campo,Lab,0,0.878727634195,0.672294704528,0.642857142857,0.731293160527
0,0,200,3800,0.4,campo,ab,1,0.758147512864,0.0310288706482,0.660098522167,0.483091635227
0,0,200,3800,0.4,campo,Lab,1,0.892929292929,0.565245478036,0.688888888889,0.715687886618
0,0,200,3800,0.4,campo,ab,2,0.754266211604,0.0309776664432,0.696335078534,0.493859652194
0,0,200,3800,0.4,campo,Lab,2,0.859922178988,0.640762463343,0.627272727273,0.709319123201
0,0,200,3800,1.0,sem,ab,0,0.143736534318,0.00199203187251,0.619834710744,0.255187758978
0,0,200,3800,1.0,sem,Lab,0,0.148019017433,0.0,0.634782608696,0.260933875376
0,0,200,3800,1.0,sem,ab,1,0.144002466852,0.00199203187251,0.628691983122,0.258228827282
0,0,200,3800,1.0,sem,Lab,1,0.147878404053,0.0,0.634782608696,0.26088700425
0,0,200,3800,1.0,sem,ab,2,0.144091329836,0.00199203187251,0.602409638554,0.249497666754
0,0,200,3800,1.0,sem,Lab,2,0.148019017433,0.0,0.634782608696,0.260933875376
0,0,200,3800,1.0,campo,ab,0,0.751700680272,0.0364793477809,0.68202764977,0.490069225941
0,0,200,3800,1.0,campo,Lab,0,0.887550200803,0.664897649735,0.637554585153,0.730000811897
0,0,200,3800,1.0,campo,ab,1,0.749152542373,0.0364908772807,0.660714285714,0.482119235123
0,0,200,3800,1.0,campo,Lab,1,0.880478087649,0.667431192661,0.640350877193,0.729420052501
0,0,200,3800,1.0,campo,ab,2,0.749152542373,0.036077402427,0.715025906736,0.500085283845
0,0,200,3800,1.0,campo,Lab,2,0.878727634195,0.667431192661,0.640350877193,0.728836568016
0,0,200,3800,1.5,sem,ab,0,0.0866097922849,0.00193610842207,0.614754098361,0.234433333023
0,0,200,3800,1.5,sem,Lab,0,0.0854528819762,0.0,0.632911392405,0.239454758127
0,0,200,3800,1.5,sem,ab,1,0.086497499537,0.00193236714976,0.622406639004,0.236945501897
0,0,200,3800,1.5,sem,Lab,1,0.0916405023548,0.0,0.63025210084,0.240630867732
0,0,200,3800,1.5,sem,ab,2,0.086497499537,0.00290697674419,0.63829787234,0.242567449541
0,0,200,3800,1.5,sem,Lab,2,0.0905214188796,0.0,0.574712643678,0.221744687519
0,0,200,3800,1.5,campo,ab,0,0.742951907131,0.0316124137433,0.6866359447,0.487066755192
0,0,200,3800,1.5,campo,Lab,0,0.896,0.574257425743,0.636752136752,0.702336520832
0,0,200,3800,1.5,campo,ab,1,0.742951907131,0.0316252569327,0.678733031674,0.484436731913
0,0,200,3800,1.5,campo,Lab,1,0.892430278884,0.642160540135,0.55871886121,0.69776989341
0,0,200,3800,1.5,campo,ab,2,0.742951907131,0.0316343830033,0.675675675676,0.48342065527
0,0,200,3800,1.5,campo,Lab,2,0.896,0.576237623762,0.634042553191,0.702093392318
0,0,400,2700,0.4,sem,ab,0,0.000573460259204,0.0,0.65445026178,0.21834124068
0,0,400,2700,0.4,sem,Lab,0,0.0,0.0,0.61214953271,0.204049844237
0,0,400,2700,0.4,sem,ab,1,0.000547405298883,0.0,0.62100456621,0.207183990503
0,0,400,2700,0.4,sem,Lab,1,0.0,0.0,0.618181818182,0.206060606061
0,0,400,2700,0.4,sem,ab,2,0.000547585149491,0.0,0.646153846154,0.215567143768
0,0,400,2700,0.4,sem,Lab,2,0.0,0.0,0.615023474178,0.205007824726
0,0,400,2700,0.4,campo,ab,0,0.760204081633,0.0428165981601,0.675675675676,0.492898785156
0,0,400,2700,0.4,campo,Lab,0,0.876470588235,0.631272727273,0.687179487179,0.731640934229
0,0,400,2700,0.4,campo,ab,1,0.75,0.0419190233201,0.622950819672,0.471623280997
0,0,400,2700,0.4,campo,Lab,1,0.862934362934,0.66692131398,0.642156862745,0.724004179887
0,0,400,2700,0.4,campo,ab,2,0.75,0.042631886315,0.689839572193,0.494157152836
0,0,400,2700,0.4,campo,Lab,2,0.867961165049,0.673343605547,0.634259259259,0.725188009952
0,0,400,2700,1.0,sem,ab,0,0.00217112405013,0.0,0.627118644068,0.209763256039
0,0,400,2700,1.0,sem,Lab,0,0.00511307767945,0.0,0.489096573209,0.164736550296
0,0,400,2700,1.0,sem,ab,1,0.0,0.0,0.59437751004,0.19812583668
0,0,400,2700,1.0,sem,Lab,1,0.00506625097428,0.0,0.490384615385,0.165150288786
0,0,400,2700,1.0,sem,ab,2,0.0,0.0,0.592,0.197333333333
0,0,400,2700,1.0,sem,Lab,2,0.00506526397818,0.0,0.596774193548,0.200613152509
0,0,400,2700,1.0,campo,ab,0,0.749174917492,0.0345974190484,0.65367965368,0.479150663407
0,0,400,2700,1.0,campo,Lab,0,0.917004048583,0.57264957265,0.61316872428,0.700940781837
0,0,400,2700,1.0,campo,ab,1,0.744262295082,0.0341151385928,0.648068669528,0.475482034401
0,0,400,2700,1.0,campo,Lab,1,0.90618762475,0.840579710145,0.648068669528,0.798278668141
